sample_name	experiment_accession
10143.004.5.19.2013.Skin.LBicep.XD	ERX1166167
10143.016.5.15.2013.Skin.PBS.RLateral.WW	ERX1166648
10143.016.5.9.2013.Skin.PBS.LHip.SW	ERX1166833
10143.016.4.17.2013.Soil.Torso.2	ERX1166387
10143.004.4.17.2013.Soil.Torso.2	ERX1165928
10143.004.5.27.2013.Soil.RHip.SiteB	ERX1166222
10143.004.5.9.2013.Soil.LHip.SiteC	ERX1166319
10143.004.5.1.2013.Soil.RArmpit.SiteG	ERX1166099
10143.004.6.10.2013.Skin.PBS.RBicep.VW	ERX1166332
10143.016.5.19.2013.Skin.LHip.SD	ERX1166664
10143.016.5.27.2013.Soil.ctrl.ctrlB	ERX1166738
10143.016.5.15.2013.Skin.PBS.LKnee.TW	ERX1166644
10143.016.5.19.2013.Soil.LArmpit.SiteF	ERX1166680
10143.016.5.11.2013.Skin.PBS.LKnee.TW	ERX1166590
10143.016.4.21.2013.Skin.PBS.LKnee.TW	ERX1166425
10143.016.4.25.2013.Skin.PBS.LBicep.XW	ERX1166476
10143.004.4.27.2013.Soil.Groin.SiteE	ERX1166044
10143.016.5.9.2013.Skin.Lknee.TD	ERX1166829
10143.016.5.27.2013.Skin.PBS.LKnee.TW	ERX1166722
10143.016.6.10.2013.Skin.PBS.RLateral.WW	ERX1166864
10143.016.4.17.2013.Soil.LKnee.SiteD	ERX1166384
10143.016.7.8.2013.Soil.Head.SiteA	ERX1166892
10143.004.5.27.2013.Skin.PBS.Head.QW	ERX1166206
10143.004.4.23.2013.Skin.Head.QD	ERX1165977
10143.016.4.23.2013.Skin.PBS.LHip.SW	ERX1166449
10143.016.5.5.2013.Soil.LKnee.SiteD	ERX1166790
10143.004.5.1.2013.Skin.LHip.SD	ERX1166079
10143.004.7.8.2013.Skin.PBS.LLateral.YW	ERX1166352
10143.004.4.25.2013.Soil.LHip.SiteC	ERX1166022
10143.016.6.10.2013.Skin.Lknee.TD	ERX1166856
10143.004.4.17.2013.Skin.PBS.RHip.RW	ERX1165914
10143.016.5.15.2013.Skin.PBS.LHip.SW	ERX1166643
10143.016.5.19.2013.Soil.RArmpit.SiteG	ERX1166683
10143.016.6.10.2013.Skin.PBS.LKnee.TW	ERX1166860
10143.004.4.21.2013.Skin.Lknee.TD	ERX1165956
10143.004.5.5.2013.Skin.Head.QD	ERX1166249
10143.016.5.13.2013.Soil.LHip.SiteC	ERX1166629
10143.016.4.17.2013.Skin.RLateral.WD	ERX1166377
10143.016.5.23.2013.Skin.PBS.RHip.RW	ERX1166699
10143.004.5.1.2013.Skin.PBS.LKnee.TW	ERX1166086
10143.004.5.11.2013.Skin.PBS.RHip.RW	ERX1166114
10143.004.5.7.2013.Skin.PBS.LHip.SW	ERX1166282
10143.004.6.10.2013.Skin.PBS.LKnee.TW	ERX1166330
10143.016.5.1.2013.Skin.PBS.LLateral.YW	ERX1166563
10143.016.5.1.2013.Skin.PBS.RBicep.VW	ERX1166564
10143.004.5.7.2013.Soil.LKnee.SiteD	ERX1166295
10143.004.5.13.2013.Skin.PBS.LHip.SW	ERX1166134
10143.016.4.25.2013.Soil.ctrl.ctrlB	ERX1166494
10143.004.4.21.2013.Skin.RHip.RD	ERX1165967
10143.004.4.29.2013.Skin.LBicep.XD	ERX1166053
10143.016.4.29.2013.Soil.ctrl.ctrlC	ERX1166551
10143.016.4.17.2013.Soil.LHip.SiteC	ERX1166383
10143.004.4.29.2013.Skin.RHip.RD	ERX1166067
10143.004.4.17.2013.Skin.RLateral.WD	ERX1165918
10143.004.5.5.2013.Soil.RHip.SiteB	ERX1166272
10143.016.5.3.2013.Soil.LHip.SiteC	ERX1166761
10143.016.4.25.2013.Skin.PBS.Groin.UW	ERX1166474
10143.004.5.13.2013.Skin.Groin.UD	ERX1166126
10143.016.6.10.2013.Skin.LLateral.YD	ERX1166855
10143.016.5.27.2013.Skin.Head.QD	ERX1166714
10143.004.5.13.2013.Soil.RHip.SiteB	ERX1166146
10143.016.5.11.2013.Skin.PBS.RBicep.VW	ERX1166592
10143.016.5.11.2013.Soil.RArmpit.SiteG	ERX1166603
10143.016.5.27.2013.Soil.LHip.SiteC	ERX1166733
10143.016.5.11.2013.Skin.PBS.Head.QW	ERX1166587
10143.016.5.27.2013.Soil.RHip.SiteB	ERX1166736
10143.016.4.17.2013.Skin.LLateral.YD	ERX1166368
10143.004.5.13.2013.Skin.PBS.Head.QW	ERX1166132
10143.016.5.27.2013.Soil.LArmpit.SiteF	ERX1166732
10143.004.5.23.2013.Soil.LKnee.SiteD	ERX1166199
10143.016.5.1.2013.Skin.RLateral.WD	ERX1166569
10143.016.5.23.2013.Skin.PBS.LHip.SW	ERX1166695
10143.004.4.25.2013.Soil.LKnee.SiteD	ERX1166023
10143.004.5.3.2013.Soil.Groin.SiteE	ERX1166241
10143.016.6.10.2013.Skin.PBS.Head.QW	ERX1166857
10143.004.5.9.2013.Skin.PBS.RBicep.VW	ERX1166310
10143.016.5.23.2013.Skin.RLateral.WD	ERX1166703
10143.016.5.13.2013.Skin.Lknee.TD	ERX1166613
10143.016.4.23.2013.Skin.RHip.RD	ERX1166456
10143.004.4.25.2013.Skin.Lknee.TD	ERX1166006
10143.016.5.11.2013.Soil.LHip.SiteC	ERX1166601
10143.016.5.7.2013.Skin.RBicep.VD	ERX1166811
10143.016.5.5.2013.Skin.RBicep.VD	ERX1166783
10143.016.5.15.2013.Soil.ctrl.ctrlC	ERX1166661
10143.004.4.25.2013.Skin.PBS.LLateral.YW	ERX1166012
10143.016.4.29.2013.Soil.LKnee.SiteD	ERX1166546
10143.016.4.25.2013.Skin.PBS.RBicep.VW	ERX1166480
10143.004.4.23.2013.Skin.LLateral.YD	ERX1165980
10143.004.7.8.2013.Soil.LArmpit.SiteF	ERX1166359
10143.004.4.27.2013.Skin.RLateral.WD	ERX1166043
10143.004.4.21.2013.Skin.PBS.LKnee.TW	ERX1165961
10143.016.5.9.2013.Skin.PBS.LLateral.YW	ERX1166835
10143.004.5.7.2013.Soil.RArmpit.SiteG	ERX1166296
10143.004.5.7.2013.Skin.Head.QD	ERX1166274
10143.016.7.8.2013.Soil.ctrl.ctrlA	ERX1166898
10143.016.5.7.2013.Soil.LArmpit.SiteF	ERX1166816
10143.016.5.3.2013.Soil.RHip.SiteB	ERX1166764
10143.004.4.21.2013.Skin.PBS.Head.QW	ERX1165958
10143.016.7.8.2013.Soil.RHip.SiteB	ERX1166897
10143.016.4.27.2013.Skin.PBS.LLateral.YW	ERX1166507
10143.004.4.27.2013.Skin.Groin.UD	ERX1166026
10143.004.5.5.2013.Skin.PBS.RBicep.VW	ERX1166260
10143.004.4.17.2013.Soil.LKnee.SiteD	ERX1165925
10143.004.5.1.2013.Skin.Lknee.TD	ERX1166081
10143.016.5.27.2013.Soil.RArmpit.SiteG	ERX1166735
10143.016.5.23.2013.Skin.RHip.RD	ERX1166702
10143.004.4.19.2013.Soil.RArmpit.SiteG	ERX1165949
10143.004.5.15.2013.Soil.Head.SiteA	ERX1166160
10143.004.4.23.2013.Soil.LKnee.SiteD	ERX1165998
10143.016.5.9.2013.Soil.LHip.SiteC	ERX1166845
10143.016.4.29.2013.Soil.LArmpit.SiteF	ERX1166544
10143.016.4.21.2013.Soil.Head.SiteA	ERX1166434
10143.016.4.17.2013.Soil.RArmpit.SiteG	ERX1166385
10143.016.5.9.2013.Soil.LArmpit.SiteF	ERX1166844
10143.004.4.19.2013.Soil.Groin.SiteE	ERX1165944
10143.004.5.3.2013.Soil.Head.SiteA	ERX1166242
10143.016.5.13.2013.Soil.Head.SiteA	ERX1166627
10143.016.4.29.2013.Skin.LLateral.YD	ERX1166528
10143.016.5.15.2013.Skin.PBS.LLateral.YW	ERX1166645
10143.004.5.7.2013.Skin.PBS.LLateral.YW	ERX1166284
10143.004.6.10.2013.Skin.PBS.Head.QW	ERX1166327
10143.004.4.27.2013.Skin.PBS.LKnee.TW	ERX1166036
10143.004.5.5.2013.Soil.LArmpit.SiteF	ERX1166268
10143.004.5.19.2013.Soil.LArmpit.SiteF	ERX1166180
10143.016.5.19.2013.Skin.PBS.LKnee.TW	ERX1166670
10143.004.5.5.2013.Skin.LBicep.XD	ERX1166250
10143.004.5.11.2013.Skin.LLateral.YD	ERX1166105
10143.004.5.15.2013.Skin.PBS.LKnee.TW	ERX1166154
10143.016.4.25.2013.Skin.PBS.RHip.RW	ERX1166481
10143.004.6.10.2013.Skin.Lknee.TD	ERX1166326
10143.004.5.13.2013.Soil.Head.SiteA	ERX1166141
10143.016.5.9.2013.Skin.PBS.RLateral.WW	ERX1166838
10143.016.5.27.2013.Skin.RLateral.WD	ERX1166729
10143.004.5.5.2013.Skin.Lknee.TD	ERX1166253
10143.016.5.7.2013.Skin.PBS.RLateral.WW	ERX1166810
10143.016.4.29.2013.Soil.RArmpit.SiteG	ERX1166547
10143.004.5.19.2013.Skin.PBS.RBicep.VW	ERX1166174
10143.004.5.19.2013.Soil.LKnee.SiteD	ERX1166182
10143.016.4.19.2013.Skin.LBicep.XD	ERX1166393
10143.004.4.19.2013.Soil.LArmpit.SiteF	ERX1165946
10143.016.5.23.2013.Soil.RHip.SiteB	ERX1166710
10143.004.5.27.2013.Soil.LKnee.SiteD	ERX1166220
10143.004.5.7.2013.Skin.Groin.UD	ERX1166273
10143.016.5.11.2013.Skin.Lknee.TD	ERX1166585
10143.016.5.11.2013.Skin.RHip.RD	ERX1166596
10143.004.4.21.2013.Skin.Head.QD	ERX1165952
10143.016.5.1.2013.Soil.Groin.SiteE	ERX1166570
10143.004.5.3.2013.Skin.PBS.LKnee.TW	ERX1166233
10143.016.5.9.2013.Skin.PBS.Groin.UW	ERX1166830
10143.004.4.21.2013.Skin.Groin.UD	ERX1165951
10143.004.4.27.2013.Skin.PBS.RHip.RW	ERX1166039
10143.016.5.19.2013.Skin.RBicep.VD	ERX1166675
10143.016.5.5.2013.Skin.PBS.LHip.SW	ERX1166777
10143.016.4.21.2013.Skin.PBS.Groin.UW	ERX1166421
10143.004.5.1.2013.Soil.LHip.SiteC	ERX1166097
10143.016.4.17.2013.Skin.RBicep.VD	ERX1166375
10143.016.5.19.2013.Skin.Lknee.TD	ERX1166666
10143.004.4.21.2013.Skin.PBS.RLateral.WW	ERX1165965
10143.004.4.19.2013.Skin.PBS.LKnee.TW	ERX1165936
10143.016.5.19.2013.Skin.Head.QD	ERX1166662
10143.016.7.8.2013.Soil.ctrl.ctrlB	ERX1166899
10143.016.4.29.2013.Skin.Head.QD	ERX1166525
10143.004.5.11.2013.Skin.RHip.RD	ERX1166117
10143.016.5.9.2013.Skin.Groin.UD	ERX1166824
10143.016.5.5.2013.Skin.PBS.Head.QW	ERX1166775
10143.016.4.19.2013.Soil.ctrl.ctrlB	ERX1166413
10143.016.5.1.2013.Soil.RHip.SiteB	ERX1166576
10143.004.4.19.2013.Soil.RHip.SiteB	ERX1165950
10143.016.4.29.2013.Skin.PBS.RLateral.WW	ERX1166538
10143.016.6.10.2013.Skin.RBicep.VD	ERX1166865
10143.004.4.21.2013.Skin.RLateral.WD	ERX1165968
10143.016.5.1.2013.Skin.PBS.LHip.SW	ERX1166561
10143.016.4.29.2013.Skin.PBS.Head.QW	ERX1166531
10143.004.5.7.2013.Skin.LLateral.YD	ERX1166277
10143.016.5.27.2013.Skin.PBS.Head.QW	ERX1166719
10143.004.5.3.2013.Soil.LArmpit.SiteF	ERX1166243
10143.016.4.27.2013.Skin.RHip.RD	ERX1166512
10143.016.5.23.2013.Skin.LBicep.XD	ERX1166689
10143.004.5.11.2013.Skin.PBS.LHip.SW	ERX1166110
10143.004.4.17.2013.Skin.Groin.UD	ERX1165905
10143.016.5.19.2013.Soil.LHip.SiteC	ERX1166681
10143.016.5.15.2013.Soil.Groin.SiteE	ERX1166652
10143.004.4.21.2013.Skin.PBS.LBicep.XW	ERX1165959
10143.004.4.19.2013.Soil.Head.SiteA	ERX1165945
10143.004.4.25.2013.Skin.PBS.Head.QW	ERX1166008
10143.016.5.15.2013.Skin.RBicep.VD	ERX1166649
10143.016.6.10.2013.Soil.LArmpit.SiteF	ERX1166870
10143.016.5.7.2013.Soil.Groin.SiteE	ERX1166814
10143.016.5.23.2013.Soil.ctrl.ctrlB	ERX1166712
10143.016.4.21.2013.Skin.LLateral.YD	ERX1166419
10143.016.5.13.2013.Skin.Head.QD	ERX1166609
10143.016.5.5.2013.Skin.LBicep.XD	ERX1166770
10143.016.6.10.2013.Skin.PBS.RHip.RW	ERX1166863
10143.016.5.13.2013.Skin.PBS.LHip.SW	ERX1166617
10143.016.4.29.2013.Soil.RHip.SiteB	ERX1166548
10143.016.4.27.2013.Soil.LArmpit.SiteF	ERX1166516
10143.016.5.19.2013.Skin.RHip.RD	ERX1166676
10143.016.4.29.2013.Skin.PBS.LBicep.XW	ERX1166532
10143.016.4.29.2013.Skin.PBS.RHip.RW	ERX1166537
10143.016.4.21.2013.Skin.RBicep.VD	ERX1166430
10143.016.5.3.2013.Skin.LLateral.YD	ERX1166744
10143.016.5.7.2013.Skin.PBS.RBicep.VW	ERX1166808
10143.004.4.21.2013.Soil.Head.SiteA	ERX1165970
10143.004.7.8.2013.Skin.PBS.RLateral.WW	ERX1166354
10143.004.4.29.2013.Soil.RHip.SiteB	ERX1166075
10143.016.5.7.2013.Soil.LHip.SiteC	ERX1166817
10143.016.5.23.2013.Soil.LKnee.SiteD	ERX1166708
10143.004.5.7.2013.Skin.PBS.RLateral.WW	ERX1166287
10143.016.4.21.2013.Skin.PBS.RHip.RW	ERX1166428
10143.016.4.29.2013.Skin.Groin.UD	ERX1166524
10143.004.5.5.2013.Skin.PBS.LBicep.XW	ERX1166256
10143.004.5.15.2013.Soil.LArmpit.SiteF	ERX1166161
10143.004.5.23.2013.Skin.PBS.Head.QW	ERX1166188
10143.004.5.11.2013.Skin.PBS.LBicep.XW	ERX1166109
10143.004.5.1.2013.Skin.LLateral.YD	ERX1166080
10143.016.7.8.2013.Skin.PBS.RHip.RW	ERX1166887
10143.016.4.23.2013.Skin.PBS.LLateral.YW	ERX1166451
10143.004.6.10.2013.Skin.LLateral.YD	ERX1166325
10143.016.4.27.2013.Skin.RLateral.WD	ERX1166513
10143.016.4.25.2013.Soil.RHip.SiteB	ERX1166492
10143.016.4.23.2013.Skin.PBS.Head.QW	ERX1166447
10143.016.4.29.2013.Skin.PBS.LKnee.TW	ERX1166534
10143.016.5.23.2013.Soil.Head.SiteA	ERX1166705
10143.004.4.29.2013.Soil.RArmpit.SiteG	ERX1166074
10143.004.6.10.2013.Skin.LHip.SD	ERX1166324
10143.004.5.23.2013.Skin.LHip.SD	ERX1166186
10143.004.5.3.2013.Skin.LHip.SD	ERX1166226
10143.016.5.27.2013.Soil.LKnee.SiteD	ERX1166734
10143.016.5.27.2013.Skin.PBS.RBicep.VW	ERX1166724
10143.016.4.19.2013.Skin.PBS.RHip.RW	ERX1166400
10143.004.5.15.2013.Skin.PBS.LHip.SW	ERX1166153
10143.016.4.27.2013.Soil.ctrl.ctrlC	ERX1166523
10143.004.7.8.2013.Skin.PBS.RHip.RW	ERX1166353
10143.016.4.27.2013.Soil.ctrl.ctrlA	ERX1166521
10143.004.7.8.2013.Skin.LHip.SD	ERX1166346
10143.016.6.10.2013.Soil.ctrl.ctrlA	ERX1166875
10143.016.5.3.2013.Soil.RArmpit.SiteG	ERX1166763
10143.016.5.11.2013.Skin.RLateral.WD	ERX1166597
10143.016.4.21.2013.Skin.LHip.SD	ERX1166418
10143.004.5.9.2013.Skin.PBS.LLateral.YW	ERX1166309
10143.004.5.27.2013.Soil.LArmpit.SiteF	ERX1166218
10143.004.4.17.2013.Soil.LArmpit.SiteF	ERX1165923
10143.004.4.27.2013.Soil.Head.SiteA	ERX1166045
10143.004.5.9.2013.Skin.LHip.SD	ERX1166301
10143.004.4.29.2013.Skin.PBS.LBicep.XW	ERX1166059
10143.004.5.23.2013.Soil.RHip.SiteB	ERX1166201
10143.016.5.27.2013.Soil.Groin.SiteE	ERX1166730
10143.016.5.5.2013.Skin.Head.QD	ERX1166769
10143.004.5.3.2013.Skin.LBicep.XD	ERX1166225
10143.004.4.21.2013.Skin.PBS.LLateral.YW	ERX1165962
10143.016.5.5.2013.Skin.Lknee.TD	ERX1166773
10143.016.5.27.2013.Soil.ctrl.ctrlC	ERX1166739
10143.004.5.11.2013.Soil.LHip.SiteC	ERX1166122
10143.016.5.27.2013.Soil.ctrl.ctrlA	ERX1166737
10143.016.4.19.2013.Skin.PBS.LHip.SW	ERX1166397
10143.004.4.27.2013.Skin.LLateral.YD	ERX1166030
10143.004.4.21.2013.Soil.LArmpit.SiteF	ERX1165971
10143.016.4.27.2013.Soil.RArmpit.SiteG	ERX1166519
10143.004.4.17.2013.Soil.LHip.SiteC	ERX1165924
10143.016.5.1.2013.Skin.PBS.LBicep.XW	ERX1166560
10143.016.5.7.2013.Soil.Head.SiteA	ERX1166815
10143.004.5.7.2013.Skin.PBS.LKnee.TW	ERX1166283
10143.004.4.29.2013.Soil.Groin.SiteE	ERX1166069
10143.016.5.11.2013.Skin.PBS.RLateral.WW	ERX1166594
10143.016.5.19.2013.Skin.PBS.RBicep.VW	ERX1166672
10143.016.4.21.2013.Soil.Groin.SiteE	ERX1166433
10143.016.4.23.2013.Skin.PBS.Groin.UW	ERX1166446
10143.016.7.8.2013.Skin.RHip.RD	None
10143.004.4.29.2013.Skin.Lknee.TD	ERX1166056
10143.016.4.27.2013.Soil.RHip.SiteB	ERX1166520
10143.016.5.23.2013.Soil.ctrl.ctrlA	ERX1166711
10143.016.4.23.2013.Soil.ctrl.ctrlC	ERX1166467
10143.016.4.23.2013.Soil.ctrl.ctrlB	ERX1166466
10143.016.4.23.2013.Soil.ctrl.ctrlA	ERX1166465
10143.004.4.29.2013.Skin.PBS.LLateral.YW	ERX1166062
10143.004.4.21.2013.Skin.LBicep.XD	ERX1165953
10143.016.4.27.2013.Soil.Head.SiteA	ERX1166515
10143.004.7.8.2013.Skin.PBS.Head.QW	ERX1166349
10143.016.7.8.2013.Skin.RLateral.WD	ERX1166890
10143.016.5.5.2013.Skin.LLateral.YD	ERX1166772
10143.004.4.25.2013.Skin.PBS.LKnee.TW	ERX1166011
10143.016.4.17.2013.Skin.LBicep.XD	ERX1166366
10143.004.5.27.2013.Skin.RHip.RD	ERX1166214
10143.016.4.21.2013.Soil.LKnee.SiteD	ERX1166437
10143.016.5.1.2013.Skin.PBS.Groin.UW	ERX1166558
10143.004.4.27.2013.Skin.LBicep.XD	ERX1166028
10143.016.5.9.2013.Soil.Head.SiteA	ERX1166843
10143.016.5.1.2013.Soil.LHip.SiteC	ERX1166573
10143.016.5.5.2013.Soil.ctrl.ctrlC	ERX1166795
10143.004.5.11.2013.Skin.PBS.RBicep.VW	ERX1166113
10143.004.6.10.2013.Soil.RArmpit.SiteG	ERX1166343
10143.004.4.21.2013.Soil.RHip.SiteB	ERX1165975
10143.016.6.10.2013.Skin.LBicep.XD	ERX1166853
10143.004.4.21.2013.Skin.PBS.LHip.SW	ERX1165960
10143.016.6.10.2013.Skin.PBS.LBicep.XW	ERX1166858
10143.016.4.23.2013.Skin.PBS.LKnee.TW	ERX1166450
10143.016.4.25.2013.Skin.Groin.UD	ERX1166468
10143.016.4.29.2013.Skin.RLateral.WD	ERX1166541
10143.016.5.5.2013.Soil.Head.SiteA	ERX1166787
10143.016.4.27.2013.Skin.LHip.SD	ERX1166499
10143.016.5.3.2013.Skin.RHip.RD	ERX1166756
10143.004.5.3.2013.Skin.PBS.Groin.UW	ERX1166229
10143.004.6.10.2013.Soil.Groin.SiteE	ERX1166338
10143.016.7.8.2013.Soil.Groin.SiteE	ERX1166891
10143.016.5.27.2013.Skin.PBS.LHip.SW	ERX1166721
10143.016.5.1.2013.Soil.LKnee.SiteD	ERX1166574
10143.004.5.9.2013.Soil.Head.SiteA	ERX1166317
10143.016.5.19.2013.Skin.LBicep.XD	ERX1166663
10143.004.5.1.2013.Soil.Groin.SiteE	ERX1166094
10143.016.5.19.2013.Soil.Head.SiteA	ERX1166679
10143.004.4.27.2013.Skin.PBS.RLateral.WW	ERX1166040
10143.016.5.13.2013.Soil.RArmpit.SiteG	ERX1166631
10143.004.4.27.2013.Skin.PBS.LHip.SW	ERX1166035
10143.004.5.19.2013.Skin.PBS.Head.QW	ERX1166170
10143.016.5.11.2013.Skin.LLateral.YD	ERX1166584
10143.004.5.5.2013.Skin.PBS.RHip.RW	ERX1166261
10143.016.4.29.2013.Skin.PBS.Groin.UW	ERX1166530
10143.004.5.13.2013.Skin.Head.QD	ERX1166127
10143.004.5.7.2013.Skin.PBS.Head.QW	ERX1166280
10143.016.4.25.2013.Soil.Groin.SiteE	ERX1166486
10143.016.5.5.2013.Skin.PBS.RBicep.VW	ERX1166780
10143.016.5.15.2013.Skin.LLateral.YD	ERX1166639
10143.004.4.21.2013.Skin.LHip.SD	ERX1165954
10143.016.5.1.2013.Soil.Head.SiteA	ERX1166571
10143.016.4.23.2013.Skin.Lknee.TD	ERX1166445
10143.016.6.10.2013.Skin.PBS.LLateral.YW	ERX1166861
10143.016.5.5.2013.Skin.RHip.RD	ERX1166784
10143.016.6.10.2013.Soil.RHip.SiteB	ERX1166874
10143.004.5.15.2013.Skin.PBS.Head.QW	ERX1166151
10143.016.4.17.2013.Skin.LHip.SD	ERX1166367
10143.004.5.9.2013.Soil.LArmpit.SiteF	ERX1166318
10143.016.4.19.2013.Soil.RArmpit.SiteG	ERX1166410
10143.004.4.27.2013.Soil.LHip.SiteC	ERX1166047
10143.004.5.15.2013.Skin.PBS.RHip.RW	ERX1166156
10143.016.5.7.2013.Skin.Groin.UD	ERX1166796
10143.016.5.1.2013.Skin.LLateral.YD	ERX1166556
10143.004.5.27.2013.Skin.PBS.RHip.RW	ERX1166211
10143.004.5.11.2013.Skin.Lknee.TD	ERX1166106
10143.016.5.15.2013.Skin.RLateral.WD	ERX1166651
10143.004.5.15.2013.Skin.PBS.LBicep.XW	ERX1166152
10143.004.4.23.2013.Soil.LArmpit.SiteF	ERX1165996
10143.004.4.27.2013.Skin.PBS.LBicep.XW	ERX1166034
10143.016.4.21.2013.Skin.Head.QD	ERX1166416
10143.004.5.3.2013.Skin.RLateral.WD	ERX1166240
10143.016.4.29.2013.Soil.Groin.SiteE	ERX1166542
10143.016.4.21.2013.Soil.RArmpit.SiteG	ERX1166438
10143.004.4.17.2013.Skin.RBicep.VD	ERX1165916
10143.004.5.19.2013.Skin.RBicep.VD	ERX1166176
10143.016.5.13.2013.Soil.ctrl.ctrlA	ERX1166633
10143.016.4.29.2013.Skin.PBS.LHip.SW	ERX1166533
10143.016.5.13.2013.Soil.ctrl.ctrlB	ERX1166634
10143.016.5.3.2013.Skin.Groin.UD	ERX1166740
10143.004.4.29.2013.Skin.Groin.UD	ERX1166051
10143.004.4.23.2013.Skin.PBS.LHip.SW	ERX1165985
10143.016.5.9.2013.Skin.PBS.LKnee.TW	ERX1166834
10143.016.5.13.2013.Soil.RHip.SiteB	ERX1166632
10143.016.5.3.2013.Skin.PBS.RBicep.VW	ERX1166752
10143.004.5.7.2013.Soil.Head.SiteA	ERX1166292
10143.016.5.23.2013.Soil.LArmpit.SiteF	ERX1166706
10143.016.5.27.2013.Skin.PBS.LBicep.XW	ERX1166720
10143.004.5.27.2013.Soil.RArmpit.SiteG	ERX1166221
10143.016.5.7.2013.Skin.PBS.LLateral.YW	ERX1166807
10143.016.5.13.2013.Soil.Groin.SiteE	ERX1166626
10143.004.5.15.2013.Skin.Lknee.TD	ERX1166150
10143.016.4.23.2013.Soil.LHip.SiteC	ERX1166461
