_1_KT	AvgSpotLen	BioSample	Experiment	Instrument	Lat	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Max_Elev	Min_Elev	NH4_N	NO3_N	PH	Plant_rich	Precip	ReleaseDate	Run	SRA_Sample	Sample_Name	TC	TN	Temp	collection_date	geo_loc_name	lat_lon	moisture	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	host	isolation_source
43.12612667	254	SAMN04417179	SRX1806280	Illumina MiSeq	40	SINGLE	NI100N_16S	2016-05-31	8	4	3798	2895	35.27	4.217	4.29	5	550	2016-06-01	SRR3607540	SRS1253973	NI100N	17.15	0.41	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	21.48	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	276	SAMN04417179	SRX1812018	NextSeq 500	40	SINGLE	NI100N_ITS	2016-06-01	11	5	3798	2895	35.27	4.217	4.29	5	550	2016-06-02	SRR3613659	SRS1253973	NI100N	17.15	0.41	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	21.48	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	502	SAMN04417177	SRX1537130	Illumina MiSeq	18	PAIRED	LC_nifH	2016-01-21	29	18	1075	350	19.86	2.032	5.39	93	3460	2016-03-17	SRR3108821	SRS1253974	LC	3.35	0.24	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	37.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	253	SAMN04417177	SRX1806282	Illumina MiSeq	18	SINGLE	LC_16S	2016-05-31	11	5	1075	350	19.86	2.032	5.39	93	3460	2016-06-01	SRR3607542	SRS1253974	LC	3.35	0.24	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	37.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	284	SAMN04417177	SRX1812033	Illumina MiSeq	18	SINGLE	LC_ITS	2016-06-01	4	2	1075	350	19.86	2.032	5.39	93	3460	2016-06-02	SRR3613661	SRS1253974	LC	3.35	0.24	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	37.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	502	SAMN04417176	SRX1537129	Illumina MiSeq	18	PAIRED	L50W_nifH	2016-01-21	33	20	1075	350	295.4	66.32	4.81	93	3460	2016-03-17	SRR3108820	SRS1253975	L50W	8.19	0.51	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.88	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	254	SAMN04417176	SRX1806283	Illumina MiSeq	18	SINGLE	L50W_16S	2016-05-31	17	8	1075	350	295.4	66.32	4.81	93	3460	2016-06-01	SRR3607543	SRS1253975	L50W	8.19	0.51	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.88	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	266	SAMN04417176	SRX1812041	Illumina MiSeq	18	SINGLE	L50W_ITS	2016-06-01	12	5	1075	350	295.4	66.32	4.81	93	3460	2016-06-02	SRR3613675	SRS1253975	L50W	8.19	0.51	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.88	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	502	SAMN04417175	SRX1537128	Illumina MiSeq	18	PAIRED	L50S_nifH	2016-01-21	33	20	1075	350	44.2	2.014	4.88	93	3460	2016-03-17	SRR3108819	SRS1253976	L50S	11.08	0.54	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	44.31	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	253	SAMN04417175	SRX1806284	Illumina MiSeq	18	SINGLE	L50S_16S	2016-05-31	11	5	1075	350	44.2	2.014	4.88	93	3460	2016-06-01	SRR3607554	SRS1253976	L50S	11.08	0.54	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	44.31	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	273	SAMN04417175	SRX1812048	Illumina MiSeq	18	SINGLE	L50S_ITS	2016-06-01	5	2	1075	350	44.2	2.014	4.88	93	3460	2016-06-02	SRR3613676	SRS1253976	L50S	11.08	0.54	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	44.31	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	502	SAMN04417174	SRX1537127	Illumina MiSeq	18	PAIRED	L50N_nifH	2016-01-21	29	18	1075	350	118.8	174.8	4.81	93	3460	2016-03-17	SRR3108818	SRS1253977	L50N	5.71	0.43	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	41.33	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	254	SAMN04417174	SRX1806285	Illumina MiSeq	18	SINGLE	L50N_16S	2016-05-31	14	7	1075	350	118.8	174.8	4.81	93	3460	2016-06-01	SRR3607615	SRS1253977	L50N	5.71	0.43	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	41.33	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	283	SAMN04417174	SRX1812057	Illumina MiSeq	18	SINGLE	L50N_ITS	2016-06-01	12	5	1075	350	118.8	174.8	4.81	93	3460	2016-06-02	SRR3613677	SRS1253977	L50N	5.71	0.43	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	41.33	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	502	SAMN04417173	SRX1537126	Illumina MiSeq	18	PAIRED	L50E_nifH	2016-01-21	33	20	1075	350	197.5	179.8	4.99	93	3460	2016-03-17	SRR3108817	SRS1253978	L50E	10.63	0.71	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.15	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	254	SAMN04417173	SRX1806290	Illumina MiSeq	18	SINGLE	L50E_16S	2016-05-31	15	7	1075	350	197.5	179.8	4.99	93	3460	2016-06-01	SRR3607630	SRS1253978	L50E	10.63	0.71	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.15	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
39.19232458	263	SAMN04417173	SRX1812064	Illumina MiSeq	18	SINGLE	L50E_ITS	2016-06-01	9	4	1075	350	197.5	179.8	4.99	93	3460	2016-06-02	SRR3613678	SRS1253978	L50E	10.63	0.71	23	25-Jul-2012	Puerto Rico	18.3 N 65.8 W	38.15	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417192	SRX1537145	Illumina MiSeq	40	PAIRED	NI200S_nifH	2016-01-21	84	53	3798	2895	22.38	0.5073	4.74	5	550	2016-03-17	SRR3108836	SRS1253979	NI200S	4.2	0.15	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.6	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	254	SAMN04417192	SRX1806267	Illumina MiSeq	40	SINGLE	NI200S_16S	2016-05-31	10	5	3798	2895	22.38	0.5073	4.74	5	550	2016-06-01	SRR3607521	SRS1253979	NI200S	4.2	0.15	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.6	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	291	SAMN04417192	SRX1811917	Illumina MiSeq	40	SINGLE	NI200S_ITS	2016-06-01	10	4	3798	2895	22.38	0.5073	4.74	5	550	2016-06-02	SRR3613646	SRS1253979	NI200S	4.2	0.15	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.6	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417191	SRX1537144	Illumina MiSeq	40	PAIRED	NI200N_nifH	2016-01-21	60	39	3798	2895	42.52	4.004	4.52	5	550	2016-03-17	SRR3108835	SRS1253980	NI200N	20.39	0.57	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	22.75	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	254	SAMN04417191	SRX1806268	Illumina MiSeq	40	SINGLE	NI200N_16S	2016-05-31	10	5	3798	2895	42.52	4.004	4.52	5	550	2016-06-01	SRR3607522	SRS1253980	NI200N	20.39	0.57	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	22.75	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	266	SAMN04417191	SRX1811925	Illumina MiSeq	40	SINGLE	NI200N_ITS	2016-06-01	9	4	3798	2895	42.52	4.004	4.52	5	550	2016-06-02	SRR3613647	SRS1253980	NI200N	20.39	0.57	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	22.75	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417190	SRX1537143	Illumina MiSeq	40	PAIRED	NI200E_nifH	2016-01-21	32	20	3798	2895	15.81	2.702	4.92	5	550	2016-03-17	SRR3108834	SRS1253981	NI200E	8.84	0.28	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.82	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	253	SAMN04417190	SRX1806269	Illumina MiSeq	40	SINGLE	NI200E_16S	2016-05-31	8	4	3798	2895	15.81	2.702	4.92	5	550	2016-06-01	SRR3607523	SRS1253981	NI200E	8.84	0.28	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.82	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	269	SAMN04417190	SRX1811934	Illumina MiSeq	40	SINGLE	NI200E_ITS	2016-06-01	17	7	3798	2895	15.81	2.702	4.92	5	550	2016-06-02	SRR3613648	SRS1253981	NI200E	8.84	0.28	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	5.82	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417189	SRX1537142	Illumina MiSeq	40	PAIRED	NI1W_nifH	2016-01-21	34	21	3798	2895	10.44	1.641	5.03	5	550	2016-03-17	SRR3108833	SRS1253982	NI1W	3.7	0.16	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.29	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	253	SAMN04417189	SRX1806270	Illumina MiSeq	40	SINGLE	NI1W_16S	2016-05-31	9	4	3798	2895	10.44	1.641	5.03	5	550	2016-06-01	SRR3607524	SRS1253982	NI1W	3.7	0.16	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.29	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	274	SAMN04417189	SRX1811941	Illumina MiSeq	40	SINGLE	NI1W_ITS	2016-06-01	7	3	3798	2895	10.44	1.641	5.03	5	550	2016-06-02	SRR3613649	SRS1253982	NI1W	3.7	0.16	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.29	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417188	SRX1537141	Illumina MiSeq	40	PAIRED	NI1S_nifH	2016-01-21	35	22	3798	2895	25.94	1.212	4.76	5	550	2016-03-17	SRR3108832	SRS1253983	NI1S	9.95	0.35	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	13.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	253	SAMN04417188	SRX1806271	Illumina MiSeq	40	SINGLE	NI1S_16S	2016-05-31	10	5	3798	2895	25.94	1.212	4.76	5	550	2016-06-01	SRR3607525	SRS1253983	NI1S	9.95	0.35	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	13.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	277	SAMN04417188	SRX1811952	Illumina MiSeq	40	SINGLE	NI1S_ITS	2016-06-01	7	3	3798	2895	25.94	1.212	4.76	5	550	2016-06-02	SRR3613650	SRS1253983	NI1S	9.95	0.35	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	13.18	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417187	SRX1537140	Illumina MiSeq	40	PAIRED	NI1N_nifH	2016-01-21	32	20	3798	2895	9.245	0.7059	5.27	5	550	2016-03-17	SRR3108831	SRS1253984	NI1N	2.36	0.11	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	8.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	253	SAMN04417187	SRX1806272	Illumina MiSeq	40	SINGLE	NI1N_16S	2016-05-31	11	5	3798	2895	9.245	0.7059	5.27	5	550	2016-06-01	SRR3607530	SRS1253984	NI1N	2.36	0.11	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	8.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	278	SAMN04417187	SRX1811959	Illumina MiSeq	40	SINGLE	NI1N_ITS	2016-06-01	9	3	3798	2895	9.245	0.7059	5.27	5	550	2016-06-02	SRR3613651	SRS1253984	NI1N	2.36	0.11	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	8.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417186	SRX1537139	Illumina MiSeq	40	PAIRED	NI1E_nifH	2016-01-21	28	17	3798	2895	15.58	2.223	5.03	5	550	2016-03-17	SRR3108830	SRS1253985	NI1E	5.66	0.22	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	254	SAMN04417186	SRX1806273	Illumina MiSeq	40	SINGLE	NI1E_16S	2016-05-31	13	6	3798	2895	15.58	2.223	5.03	5	550	2016-06-01	SRR3607531	SRS1253985	NI1E	5.66	0.22	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	265	SAMN04417186	SRX1811966	Illumina MiSeq	40	SINGLE	NI1E_ITS	2016-06-01	7	3	3798	2895	15.58	2.223	5.03	5	550	2016-06-02	SRR3613652	SRS1253985	NI1E	5.66	0.22	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	10.07	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417185	SRX1537138	Illumina MiSeq	40	PAIRED	NI10W_nifH	2016-01-21	38	23	3798	2895	19.64	1.674	4.25	5	550	2016-03-17	SRR3108829	SRS1253986	NI10W	13.91	0.32	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	16.9	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	253	SAMN04417185	SRX1806274	Illumina MiSeq	40	SINGLE	NI10W_16S	2016-05-31	10	5	3798	2895	19.64	1.674	4.25	5	550	2016-06-01	SRR3607533	SRS1253986	NI10W	13.91	0.32	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	16.9	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	270	SAMN04417185	SRX1811972	Illumina MiSeq	40	SINGLE	NI10W_ITS	2016-06-01	7	3	3798	2895	19.64	1.674	4.25	5	550	2016-06-02	SRR3613653	SRS1253986	NI10W	13.91	0.32	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	16.9	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	502	SAMN04417184	SRX1537137	Illumina MiSeq	40	PAIRED	NI10S_nifH	2016-01-21	36	22	3798	2895	28.09	0.6752	5.33	5	550	2016-03-17	SRR3108828	SRS1253987	NI10S	16.47	0.42	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	35.01	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	254	SAMN04417184	SRX1806275	Illumina MiSeq	40	SINGLE	NI10S_16S	2016-05-31	8	4	3798	2895	28.09	0.6752	5.33	5	550	2016-06-01	SRR3607534	SRS1253987	NI10S	16.47	0.42	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	35.01	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
43.12612667	278	SAMN04417184	SRX1811979	Illumina MiSeq	40	SINGLE	NI10S_ITS	2016-06-01	18	8	3798	2895	28.09	0.6752	5.33	5	550	2016-06-02	SRR3613654	SRS1253987	NI10S	16.47	0.42	-4	15-Aug-2012	USA: Colorado	39.99 N 105.38 W	35.01	AMPLICON	PRJNA308872	Metagenome or environmental	UNIVERSITY OF OKLAHOMA	public	sra	ncbi	0	PCR	METAGENOMIC	soil metagenome	ILLUMINA	SRP068620	soil	forest
